Subcellular location ID	Name	Category	Gene Ontologies	Is a	Description	Keyword	Synonyms	Links	References	Note	Content	Is part of	Statistics
SL-0488	Inflammasome	Cellular component	GO:0061702:canonical inflammasome complex		Inflammasomes are supramolecular micron-sized complexes that assemble in the cytosol adjacent to the nucleus in response to pathogens and other damage-associated signals. The inflammasome assembly leads to the activation of proinflammatory procaspases, hence is usually involved in innate immunity and inflammation. The core of inflammasomes consists of at least 2 components: a signal sensor and an effector inflammatory caspase (mostly CASP1). However, most inflammasomes contain a third element, an adaptor (often ASC/PYCARD). The interaction between the sensor component and the adaptor initiates speck formation (nucleation) which greatly enhances further addition of soluble adaptor molecules to the speck in a prion-like polymerization process. The kinetic properties of the adaptor aggregation have been shown to generate a rapid 'all-or-none' response, this is why only one speck by cell is observed.	KW-1271	ASC focus, ASC speck				Inflammasome	SL-0091; Cytosol; LOCATION	reviewed:46; annotated:2849
SL-0489	Bacterial extracellular vesicle	Cellular component	GO:0097691:bacterial extracellular vesicle	SL-0499; Extracellular vesicle; LOCATION	Small membrane vesicle (< 1 um) that buds off a prokaryotic cell's plasma membrane, able to carry proteins, phospholipids, lipopolysaccharides, nucleic acids, viruses, etc. Bacterial extracellular vesicles are important in intercellular communication and pathogenesis, and can exist within host cells.		Bacterial membrane vesicle, Membrane vesicle, Microvesicle				Extracellular vesicle, bacterial extracellular vesicle		reviewed:12; annotated:0
SL-0490	Midbody ring	Cellular component	GO:0090543:Flemming body	SL-0469; Midbody; LOCATION	The midbody ring is the central region of the midbody characterized by a gap in alpha-tubulin staining, although interdigitating microtubules persist through the gap. It is thought that high local protein density masks tubulin epitopes known to be present. The midbody ring serves as a scaffold for a wide variety of structural and regulatory proteins required for completion of cytokinesis.		Flemming body, Stembody			Some authors consider that Flemming body and Midbody are synonyms. This is not the case in UniProtKB, where we use Flemming body as a synonym for Midbody ring, a specific part of the midbody. If you have doubt, use the broader term, Midbody.	Midbody, Midbody ring		reviewed:61; annotated:767
SL-0491	Anammoxosome	Cellular component	GO:0044222:anammoxosome		The anammoxosome is a large intracytoplasmic compartment bounded by a single bilayer, ladderane-lipid-containing membrane present in bacteria that perform anaerobic ammonium oxidation (anammox). This organelle is the site of the anammox process, in which nitrite is used as the electron acceptor in the conversion of ammonium to dinitrogen (N2) gas and water. Anammox bacteria belong to the phylum Planctomycetes and are recognized as major players in the global nitrogen cycle.						Anammoxosome		reviewed:6; annotated:0
SL-0492	Anammoxosome membrane	Cellular component		SL-0162; Membrane; LOCATION	The membrane of the anammoxosome, a single bilayer membrane that contains unusual lipids, i.e. the so-called ladderane lipids, which appear to be unique for anammox bacteria.						Anammoxosome membrane	SL-0491; Anammoxosome; LOCATION	reviewed:0; annotated:0
SL-0494	Nuclear body	Cellular component	GO:0016604:nuclear body		Nuclear body is a collective term for several nuclear, extra- nucleolar, non-membrane-bound sub-compartments, including, but not limited to Cajal bodies, Gemini of Cajal bodies (gems), nuclear speckles and PML bodies. Nuclear bodies are visible as distinct spots in the nucleoplasm. They can vary in number and size depending on the cell line and the type of nuclear body.						Nucleus, nuclear body	SL-0191; Nucleus; LOCATION	reviewed:1440; annotated:72765
SL-0495	Cytoplasmic ribonucleoprotein granule	Cellular component	GO:0036464:cytoplasmic ribonucleoprotein granule		Cytoplasmic ribonucleoprotein granule is a collective term for distinct protein and RNA foci inside the cytoplasm, including processing bodies (P-bodies), U snRNP bodies (U-bodies), stress granules, neuronal ribonucleoprotein granule (neuronal transport granule) and germ granules (germline granules).		Cytoplasmic mRNP granule, Cytoplasmic mRNP granules, mRNP granule, mRNP granules		PubMed=25531407,  DOI=10.4161/15476286.2014.972208	The synonym "cytoplasmic body/bodies" is also used to indicate cytoplasmic speckles or foci. In this case, the location "Cytoplasmic ribonucleoprotein granule" does not apply.	Cytoplasm, Cytoplasmic ribonucleoprotein granule	SL-0086; Cytoplasm; LOCATION	reviewed:646; annotated:60030
SL-0496	Stress granule	Cellular component	GO:0010494:cytoplasmic stress granule	SL-0495; Cytoplasmic ribonucleoprotein granule; LOCATION	Stress granules are dense non-membrane bound aggregations in the cytosol composed of proteins and RNAs that appear when the cell is under stress. The aggregates are mostly composed of stalled translation initiation complexes. They are 100-200 nm in size. Stress granules can also precipitate the formation of toxic protein aggregates such as those seen during the progression of certain types of neurological disease.						Cytoplasm, Stress granule		reviewed:250; annotated:15598
SL-0497	Nucleolus fibrillar center	Cellular component	GO:0001650:fibrillar center		The nucleolus fibrillar center (FC) is a sub-compartment of most metazoan nucleoli. The transcription of ribosomal RNA (rRNA) genes generates 2 structures that are found in all nucleoli: the dense fibrillar component (DFC) and the granular component (GC). The DFC contains newly synthesized preribosomal RNA and a collection of proteins; the GC is made up of nearly completed preribosomal particles destined for the cytoplasm. In most metazoans, but generally not in lower eukaryotes, a third component, the FC, can be seen. The FC is surrounded by the DFC. The zone of transcription from multiple copy rRNA genes is in the border region between these 2 structures.		Nucleoli fibrillar center				Nucleus, nucleolus fibrillar center	SL-0188; Nucleolus; LOCATION	reviewed:2; annotated:0
SL-0498	Vesicle	Cellular component	GO:0031982:vesicle		A vesicle is a small structure consisting of fluid enclosed by a lipid bilayer. Vesicles form naturally during the processes of secretion (exocytosis), uptake (endocytosis) and transport of materials within the cytoplasm or between cells, and exist both within the cell and in the extracellular space.				PubMed=24769233,  DOI=10.1016/j.jprot.2014.04.028		Vesicle		reviewed:4154; annotated:360257
SL-0499	Extracellular vesicle	Cellular component		SL-0498; Vesicle; LOCATION	Extracellular vesicles are vesicles that have been released by cells.		Microparticle		PubMed=24769233,  DOI=10.1016/j.jprot.2014.04.028		Extracellular vesicle		reviewed:125; annotated:1126
SL-0500	Extracellular vesicle membrane	Cellular component		SL-0162; Membrane; LOCATION	The membrane surrounding an extracellular vesicle.						Extracellular vesicle membrane	SL-0499; Extracellular vesicle; LOCATION	reviewed:23; annotated:919
SL-0501	Stress fiber	Cellular component	GO:0001725:stress fiber		Stress fibers are contractile actomyosin bundles found in non-muscle cells, in eukaryotes, mostly in animals. They are composed of bundles of 10 to 30 actin filaments (microfilaments), crosslinked by alpha- actinin, and non-muscle myosin. They are often anchored to focal adhesions, that connect the extracellular matrix to the actin cytoskeleton. Stress fibers play an essential role in cell contractility, governing cell morphology, adhesion, and migration. In non-motile cells, stress fibers are usually thick and relatively stable. By contrast, highly motile cells typically contain fewer, thinner and more dynamic stress fibers. Stress fibers can be divided into at least 4 different categories : dorsal and ventral stress fibers, transverse arcs and the perinuclear actin cap.					Mostly in animal, non-muscle cells.	Cytoplasm, cytoskeleton, stress fiber	SL-0090; Cytoskeleton; LOCATION	reviewed:101; annotated:8921
SL-0502	Host synaptic vesicle	Cellular component		SL-0504; Host secretory vesicle; LOCATION	In a host synapse, host synaptic vesicles mediate the exocytosis of neurotransmitters and subsequent re-uptake by endocytosis of vesicular components. Re-uptake is a crucial element in the maintenance of host synaptic transmission in the nervous system.						Host secretory vesicle, host synaptic vesicle	SL-0435; Host synapse; LOCATION	reviewed:11; annotated:0
SL-0503	Host synaptic vesicle membrane	Cellular component			The host membrane surrounding a host synaptic vesicle		Host synaptic vesicular membrane				Host cytoplasmic vesicle, host secretory vesicle, host synaptic vesicle membrane	SL-0502; Host synaptic vesicle; LOCATION	reviewed:11; annotated:0
SL-0504	Host secretory vesicle	Cellular component		SL-0386; Host cytoplasmic vesicle; LOCATION	The host secretory vesicle is a host vesicle that mediates the vesicular transport of cargo - e.g. hormones or neurotransmitters - from an organelle to specific sites at the host cell membrane, where it docks and fuses to release its content.						Host cytoplasmic vesicle, host secretory vesicle		reviewed:11; annotated:0
SL-0505	T-tubule	Cellular component	GO:0030315:T-tubule		T-tubules are invaginations of the sarcolemma penetrating into the myocyte interior, forming a highly branched and interconnected network that makes junctions with the sarcoplasmic reticulum. T-tubules are selectively enriched with specific ion channels and proteins crucial in the development of calcium transients necessary in excitation- contraction coupling, thereby facilitating a fast and synchronous contraction across the entire cell volume. T-tubules are unique to striated muscle cells, i.e. skeletal and cardiac muscle cells.		Transverse-axial tubular system, Transverse tubule				Cell membrane, sarcolemma, T-tubule	SL-0238; Sarcolemma; LOCATION	reviewed:61; annotated:2854
SL-0506	Host vacuole	Cellular component			The host vacuole is a fluid-filled, membrane-bound compartment in the cytoplasm. The precise form and function of vacuoles may vary between phyla. They are employed for a variety of purposes, including storage, as a degradative compartment, cell size control, secretion and following phagocytosis.						Host vacuole	SL-0427; Host cell; LOCATION	reviewed:16; annotated:0
SL-0507	Host pathogen-containing vacuole	Cellular component	GO:0140220:pathogen-containing vacuole		A host-derived vacuole formed upon pathogen internalization by a host cell, within which the pathogen resides. The pathogen extensively modifies the vacuole membrane and contents, as well as its fate, in the process protecting the pathogen from destruction.		Pathogen inclusion				Host vacuole, host pathogen-containing vacuole	SL-0506; Host vacuole; LOCATION	reviewed:15; annotated:0
